"","bandno","date","bodreg","site","sex","urb.score","urbanization","mass","tarsus","wing","pvol","pvol.tars","nestid","B2","H1","FWHM","S1U","bodycond","julian","year"
"110","187321050",2021-04-30,"lc","Cattle Farm","Female",-2.29657,"rural",200,35.77,"124",9.22724111111111,0.257960332991644,"45",5.29235943152825,631.666666666667,253.666666666667,0.20108258234297,0.998063117978131,119,2021
"111","187321050",2021-04-30,"rc","Cattle Farm","Female",-2.29657,"rural",200,35.77,"124",9.22724111111111,0.257960332991644,"45",2.62205448943613,636.333333333333,184.666666666667,0.108470448003223,0.998063117978131,119,2021
"112","187321050",2021-04-30,"rr","Cattle Farm","Female",-2.29657,"rural",200,35.77,"124",9.22724111111111,0.257960332991644,"45",2.54796130828904,621.333333333333,228.666666666667,0.108752685352044,0.998063117978131,119,2021
"113","187321050",2021-04-30,"th","Cattle Farm","Female",-2.29657,"rural",200,35.77,"124",9.22724111111111,0.257960332991644,"45",3.38707994624969,634.428571428571,258.428571428571,0.175351976807521,0.998063117978131,119,2021
"114","187321058",2021-05-01,"ba","Field Station","Female",2.13746,"urban",159,33.88,"118",9.16057037037037,0.27038283265556,"46",3.83562059086939,583.666666666667,167.777777777778,0.198155291932206,-0.662123544133344,120,2021
"115","187321058",2021-05-01,"be","Field Station","Female",2.13746,"urban",159,33.88,"118",9.16057037037037,0.27038283265556,"46",2.78633676676772,610.833333333333,275,0.199837926899948,-0.662123544133344,120,2021
"116","187321058",2021-05-01,"lc","Field Station","Female",2.13746,"urban",159,33.88,"118",9.16057037037037,0.27038283265556,"46",2.28294498033519,640.4,173.6,0.147168300285702,-0.662123544133344,120,2021
"117","187321058",2021-05-01,"rc","Field Station","Female",2.13746,"urban",159,33.88,"118",9.16057037037037,0.27038283265556,"46",2.75600549509284,642.75,208.5,0.16513819632385,-0.662123544133344,120,2021
"118","187321058",2021-05-01,"rr","Field Station","Female",2.13746,"urban",159,33.88,"118",9.16057037037037,0.27038283265556,"46",3.35857241516557,630.5,235.5,0.134912035678868,-0.662123544133344,120,2021
"119","187321058",2021-05-01,"th","Field Station","Female",2.13746,"urban",159,33.88,"118",9.16057037037037,0.27038283265556,"46",3.68460254695936,577.25,206.5,0.212289593537095,-0.662123544133344,120,2021
"120","187321127",2021-05-01,"ba","Field Station","Male",2.13746,"urban",202,35.32,"127",22.7116518518519,0.643025250618682,"46",4.98730923416438,585.333333333333,198.166666666667,0.23390019036437,0.536852711251858,120,2021
"121","187321127",2021-05-01,"be","Field Station","Male",2.13746,"urban",202,35.32,"127",22.7116518518519,0.643025250618682,"46",4.34042573874128,642.4,296,0.21146848115253,0.536852711251858,120,2021
"122","187321127",2021-05-01,"lc","Field Station","Male",2.13746,"urban",202,35.32,"127",22.7116518518519,0.643025250618682,"46",4.40990458976364,642.75,160.5,0.21684188463958,0.536852711251858,120,2021
"123","187321127",2021-05-01,"rc","Field Station","Male",2.13746,"urban",202,35.32,"127",22.7116518518519,0.643025250618682,"46",8.06166037410587,651,132,0.227801313268548,0.536852711251858,120,2021
"124","187321127",2021-05-01,"rr","Field Station","Male",2.13746,"urban",202,35.32,"127",22.7116518518519,0.643025250618682,"46",8.1738882536851,623,201.25,0.212333838322957,0.536852711251858,120,2021
"125","187321127",2021-05-01,"th","Field Station","Male",2.13746,"urban",202,35.32,"127",22.7116518518519,0.643025250618682,"46",6.41124522497028,570.6,206.8,0.252935439689435,0.536852711251858,120,2021
"126","187321060",2021-05-07,"ba","Cattle Farm","Female",-2.29657,"rural",183,32.6,"120",8.02150140740741,0.246058325380595,"49",5.99987599709807,634.714285714286,302.571428571429,0.195449889781408,-2.07664842484858,126,2021
"127","187321060",2021-05-07,"be","Cattle Farm","Female",-2.29657,"rural",183,32.6,"120",8.02150140740741,0.246058325380595,"49",3.15559932843572,633,259,0.150301036871612,-2.07664842484858,126,2021
"128","187321060",2021-05-07,"lc","Cattle Farm","Female",-2.29657,"rural",183,32.6,"120",8.02150140740741,0.246058325380595,"49",6.36703498156355,530.5,224.5,0.145785325204935,-2.07664842484858,126,2021
"129","187321060",2021-05-07,"rr","Cattle Farm","Female",-2.29657,"rural",183,32.6,"120",8.02150140740741,0.246058325380595,"49",5.98552871702541,641.666666666667,222.666666666667,0.163141836442185,-2.07664842484858,126,2021
"130","187321060",2021-05-07,"th","Cattle Farm","Female",-2.29657,"rural",183,32.6,"120",8.02150140740741,0.246058325380595,"49",1.48967903753457,658.5,124,0.254950578266566,-2.07664842484858,126,2021
